id,user_description,user_location,coordinates,text,geo,user_name,user_created,user_followers,id_str,created,retweet_count,user_bg_color,polarity,subjectivity
1,"Honest and sweet as honey, until.. NM. We gone make it.. 🌻🌻🌻🌻🌻 PERIOD! - This is 6ft+ so we good!- RTs ≠ endorsements",Everywhere,,Coronavirus Live Updates: Trump Administration Models Predict Near Doubling‼️ of Daily Death Toll by June https://t.co/K4Cm9EBy2O,,Tonyafo_rl,2019-05-06T16:32:33,104,1257348679209553922,2020-05-04T16:37:40,0,F5F8FA,0.07878787878787878,0.3
2,"Writer, Marketing Guru, Life-Coach, Branding Expert, Poem Author: My Thought To You. 🇺🇸 #MAGA #POTUS #KAG #WWG1WGA #REDPILL #QANON #QARMY #PROLIFE 🇺🇸","Rhode Island, USA",,"This is EXACTLY what @GovRaimondo is doing to #RhodeIsland senior citizens, allowing them to die without treatment.… https://t.co/q0ExQRif6o",,TruthSerum08,2012-01-30T02:47:59,2241,1257348679486394377,2020-05-04T16:37:40,0,C0DEED,0.25,0.25
3,Government & Politics Naturopath Medicine,,,@conservmillen @prageru We are being lie to. Poor Trump. Fire Dr Fauci. W.H.O. Deep State. Control. Data facts over… https://t.co/DhuDoMjxA2,,RaeJ03,2016-04-26T04:52:21,8,1257348679851221005,2020-05-04T16:37:40,0,F5F8FA,-0.2,0.5
4,Social worker,,,https://t.co/8hEWPCFhEr,,Ankon61552141,2020-04-11T07:39:46,16,1257348680241352704,2020-05-04T16:37:40,0,F5F8FA,0.0,0.0
5,,,,@mariasviews1 @jswillims21 @BuckSexton What does Trump have to do with this?,,DaleCrawfordHi7,2015-08-22T05:56:29,14,1257348680467853312,2020-05-04T16:37:40,0,C0DEED,0.0,0.0
6,"Ingeniero, liberal y vivo en Plaza Italia. Podcast ""Democracia en LSD""","Providencia, Chile",,Otros que hablan de abrir y volver a la normalidad 🙄,,dmimica,2008-06-24T21:48:19,28254,1257348681164107786,2020-05-04T16:37:40,0,C0DEED,0.0,0.0
7,"Love God My Family America
Pro Life #MAGA. Female
History and Genealogy are my  passions



A journey of a thousand miles begins with one step.Lao Tzu",USA,,@anonys Prove to me Pompeo and Trump are lieing! We all know the virus came from China and the wet market is a lie.… https://t.co/fMS30IbvvR,,mabh1832,2017-08-26T17:34:18,1586,1257348681285632001,2020-05-04T16:37:40,0,000000,-0.1,0.4
8,,,,@WhiteHouse @POTUS Although Democrats tried to do many dirty things but we still love Trump more than before. Trump 2020.😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,,Kevin11228851,2020-03-25T02:00:01,4,1257348681415655426,2020-05-04T16:37:40,0,F5F8FA,0.225,0.6
9,"Entreprenuer ;Veteran;student. I visit your profile prior to following. Takes time.. Pls NO PORN, Links, or Lists.  I block.","North Carolina, USA",,"@DemocracyInn @Hooplaoly Trump loving terrorists are murdering people in Trump's name!

He must go and we must impr… https://t.co/rWbPNnnVob",,JBTRUTHSEEKER,2012-07-06T22:30:08,1747,1257348682351087620,2020-05-04T16:37:40,0,C0DEED,0.75,0.95
10,"Looking for Light and Peace MS Warrior (most of the time), and trolls just get deleted to practice Free Speech on their own page😻",South,,I just rushed a donation to help Nancy Pelosi hold the House and make sure Trump is always held accountable. Join m… https://t.co/8yIRcZXV9M,,ATnDemocrat,2009-03-20T22:29:54,842,1257348682556506112,2020-05-04T16:37:40,0,642D8B,0.5,0.8888888888888888
11,"My take on the things I read in the papers, see on TV and find on the Internet.",New York,,"#Trump is not talking about #Remdesivir because ...

a) After the whole disinfectant thing he's keeping quiet

b) H… https://t.co/h7JACWDHRA",,megacoolmike,2012-01-02T23:51:23,66,1257348682942480390,2020-05-04T16:37:41,0,C0DEED,0.1,0.3666666666666667
12,Vote Blue,"California, USA",,@joncoopertweets Trump should be held accountable for this!!!! And his Admin too!! They stoke the fans of hate and… https://t.co/q0ChCv6t02,,ResistTheNoise,2019-08-27T22:52:21,675,1257348683126931457,2020-05-04T16:37:41,0,F5F8FA,-0.8,0.9
13,"Proud Snowflake & ""Libtard"" never resist the urge to do something magnanimous.",,,"#PresidentBarackObama 
#ForeverGrateful",,Alihoooooops,2013-04-03T03:41:06,320,1257348683269619712,2020-05-04T16:37:41,0,C0DEED,0.0,0.0
14,"Open minded, easy going, fun loving and a bit more cynical and fed up these days.  #resist","North Carolina, USA",,Terrifying!!,,Carrieb1025,2009-03-18T03:46:30,543,1257348683340881922,2020-05-04T16:37:41,0,C0DEED,-1.0,1.0
15,Editor at New York Magazine and Condé Nast in a previous life,,,@BillKristol Even a six-inch Lincoln bobblehead would have diminished the whiny Trump.,,jkavanagh,2009-02-18T17:41:11,1086,1257348684334989318,2020-05-04T16:37:41,0,000000,0.0,0.0
16,Find your song and sing it! Here for Adam Lambert and #TheResistance ✊🏻,,,"@joncoopertweets @ooooDenise This is what tRUmp wants. He wants chaos, the breakdown of society, and eventually a c… https://t.co/bWWoXYaF7E",,T_Bird0,2009-06-22T03:37:54,907,1257348686838890496,2020-05-04T16:37:42,0,F5ABB5,0.2,0.1
17,"Journaliste sportif @lesoir aimant le métal et l'alternatif, passionné par les années 30, 40, 50 et 60 et dingue de cinéma. Je fais ce que je crois.","Bruxelles, Belgique",,Trump says he shares his famed uncle’s science genius. A friend says the uncle ‘would have been horrified.’ https://t.co/zvgZNK5zvU,,YMdF1954,2011-05-12T12:12:31,1347,1257348687723970563,2020-05-04T16:37:42,0,C0DEED,0.0,0.0
18,,"New York, NY",,@MSignorile @realDonaldTrump today... no that began when he was too cheap to install sprinklers in his fake gold pl… https://t.co/XlOw3uFWdi,,tim_donner,2020-03-01T05:18:30,31,1257348687770136581,2020-05-04T16:37:42,0,F5F8FA,-0.04999999999999999,0.85
19,CUNY Baruch Student,"New York, USA",,@JoeySalads Trump 2020,,Realistic203,2018-07-25T02:31:03,29,1257348689649074177,2020-05-04T16:37:42,0,F5F8FA,0.0,0.0
20,Human Rights. Animal Rights. Liberal. Atheist. #NotMyPresident #GunReformNow #FamiliesBelongTogether #AbolishICE NO LISTS,"California, USA",,"Trump was briefed by US Intelligence early January.  He knew, but will always pass the blame.

“US intelligence off… https://t.co/xI0CpMiKVH",,4_the_babies,2013-11-17T20:52:23,15553,1257348689745625094,2020-05-04T16:37:42,0,C0DEED,0.1,0.3
21,im a 38 year old scottish gay guy,"Scotland, United Kingdom",,Am i the only one who thinks trump is either just winding everyone up or is plain crazy 🤣🤣🤣🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿,,Cameron27740134,2020-03-31T22:04:49,3,1257348690177675265,2020-05-04T16:37:42,0,F5F8FA,-0.2714285714285714,0.7523809523809524
22,,"Michigan, USA",,@realDonaldTrump Trump you r a Joke for a president,,VeronicaMarkst2,2015-09-21T17:09:53,5,1257348690123128835,2020-05-04T16:37:42,0,C0DEED,0.0,0.0
23,Reagan Administration alum & sport aficionado. USC Trojan. Equal disdain for Leftists & MAGA idiots. Retweets aren't endorsements. Opinions are my own.,"La Jolla, CA & McCall, ID",,@NotNorm_ @brithume 2/2 The really disappointing thing is that Trump was too ignorant to see the trap and push back… https://t.co/uAGFKOuSos,,HalFurman,2011-09-13T16:54:10,496,1257348690009882624,2020-05-04T16:37:42,0,C0DEED,-0.6,0.7
24,"Lover of life, in pursuit of dreams. Jack of all trades and in fact master of some. #master #dream",NYC,,#ThisIsAmerica,,sonseray125,2009-05-06T02:18:11,297,1257348690295037961,2020-05-04T16:37:42,0,642D8B,0.0,0.0
25,,"Newport Beach, CA",,"@2000_ellyx @Heatherly4Pres @Pearl1776 Trump killed a bunch of Americans...  that’s a hit job.
https://t.co/g5nLQuk9Je",,HumanChain5,2019-09-14T03:33:25,211,1257348690597077002,2020-05-04T16:37:42,0,F5F8FA,-0.2,0.0
26,"Freelance journalist. Retired from StL Public Radio. Also: StL Beacon, StL Post-Dispatch, Belleville News-Democrat. Partial to Redbirds & rescued huskies.",Gateway City or thereabouts,,It's Day 53 of the National Emergency &amp; the president is pressing hard to open the economy while his staff believes… https://t.co/MEXkcCZy8V,,MaryDLeonard,2012-05-31T16:16:52,789,1257348691221938176,2020-05-04T16:37:43,0,C0DEED,-0.14583333333333334,0.5208333333333333
27,"Retired Army civilian, retired Navy Chief. All things political/Space/SF related. Fledgling SF writer.",Frederick MD,,"Who are scientists on this project? Are they actually scientists or Trump sycophants? Clarification, @CNN !",,WHEbe60165,2013-07-20T01:14:40,341,1257348691507195911,2020-05-04T16:37:43,0,C0DEED,0.0,0.1
28,"Writer, life-long progressive Dem, Army vet, angry resister. Google my name or minnboy for short stories I've published. No DMs, please.","Portland, OR",,"@AmicaAli Trump knows how ignorant his supporters are and uses them as political props, sacrifices them for politic… https://t.co/iy6fuIBw1K",,jpandre52,2008-09-16T17:18:58,3449,1257348691628896257,2020-05-04T16:37:43,0,C0DEED,0.0,0.1
29,@tpg @jpmorgan @stuloeser @billthompsonnyc @kathyhochul @senbennetco. Somewhat competent golfer.,"New York, NY",,Shining city on a hill.,,RealFrankThomas,2011-06-09T17:38:56,523,1257348692060917762,2020-05-04T16:37:43,0,352726,0.0,0.0
30,"100% Democrat and Boricua from Puerto Rico #Biden2020 #VoteBlue, I don't like Bernie,
Yes I hate Trump, again I hate Trump, He killed My Parents in Puerto Rico!",,,"@JakeSherman The Secretary of Senate and The US Senate are Lead by @GOP @SenateGOP REPUBLICANS, stop blame Democrat… https://t.co/6h9aL5SpjU",,DemocratBoricua,2019-12-05T05:04:25,581,1257348691742076934,2020-05-04T16:37:43,0,F5F8FA,0.0,0.0
31,Pretty sure most of my followers are bots.,,,#KAG2020 #MAGA2020 #MayThe4th #coronavirus Your tax dollars at work: Trump paying off donors with our money while c… https://t.co/36UBocjHkS,,MogTx,2018-04-17T18:07:27,119,1257348692698378240,2020-05-04T16:37:43,0,F5F8FA,0.0,0.0
32,"Games, Sci-Fi, and technology enthusiast. Cyber Security Professional. US Marine.","Bellevue, WA",,"Didn’t like my response to his garbage tribalist logic. Blocked me instead of conversing. 

That the claim “a vote… https://t.co/hKsZQWaGC4",,thebadrouter,2009-07-19T02:24:00,103,1257348692845236224,2020-05-04T16:37:43,0,000000,0.0,0.0
33,We are the media now...stop legitimizing the fake news,"Collierville,TN",,Promotes CNN to back up her flimsy narrative.....doesn't see the irony,,_YvonneBurton,2011-02-17T17:16:06,10413,1257348693067472897,2020-05-04T16:37:43,0,642D8B,0.0,0.0
34,,,,"@CHRISTO77264612 @puroDylPickle @Gas4All @realDonaldTrump Q actually advocated DRINKING BLEACH before Trump's ""inje… https://t.co/4vtqmXhFGI",,LeeW274,2016-12-06T02:01:20,73,1257348693038071810,2020-05-04T16:37:43,0,F5F8FA,0.0,0.1
35,LOVE PRESIDENT DONALD TRUMP!!!! MAY GOD BLESS HIM! 🇺🇸🇺🇸🇺🇸💪💰💰 💗💗️👍🙏 🙏TRUMP 2020!!!! 😀😀😀 ⭐⭐⭐⭐⭐⭐⭐⭐ ⭐ ⭐ ⭐⭐⭐ ⭐ ⭐ ⭐ ⭐ ⭐ ⭐ ⭐ ⭐⭐ ⭐,,,@DanRather One RULE of AMERICAN politics DONT go AGAINST your OWN PRESIDENT!!! TRUMP 2020 🇺🇸 💪 👍 ❤️ 🇺🇸 💰 💰 💪💪🙏GOD BLESS HIM.,,CathyWeston6,2015-11-10T16:22:36,1928,1257348693969207296,2020-05-04T16:37:43,0,C0DEED,0.5,0.5
36,"Love travel, nature, music,  comp.programmer, VR fan since the 90s, gamer, liberal (open-minded!), Christian/Buddhist mindset.

#VoteBlueNoMatterWho in 2020", 🌴  🗿🌴    🌛,,"@jerriefromOk @RawStory Trump 🤡 needs to liberate his people &amp; hold a rally in Vegas with the slogan ""only 🐱's wear… https://t.co/5XkbZpegmq",,TheBoltUpright,2010-10-28T23:23:44,2040,1257348694246150144,2020-05-04T16:37:43,0,9E4931,0.0,1.0
37,"One people. One planet. One future. 
DEMOCRACY IS NOT A SPECTATOR SPORT. Donate, volunteer, lobby your MOCs. You have all the power you need to change the world",,,"He will watch us all die to use the economy for his re-election: ""As Trump presses states to reopen, his administra… https://t.co/cADpFrpPp3",,1people1future,2014-02-19T17:10:08,231,1257348695034597379,2020-05-04T16:37:43,0,8B542B,0.0,0.0
38,"The latest international news from http://Cvbj.biz, featuring top stories from around the world and breaking news, as it happens.",,,"Mexico experiences big problems with the coronavirus, accuses Donald Trump - https://t.co/Pxw0Hw2Hk3",,central_journal,2020-04-16T06:37:50,1,1257348695407894528,2020-05-04T16:37:44,0,F5F8FA,0.0,0.1
39,"The latest international news from http://Cvbj.biz, featuring top stories from around the world and breaking news, as it happens.",,,"Mexico experiences big problems with the coronavirus, accuses Donald Trump - https://t.co/HQ9xHleM59",,central_journal,2020-04-16T06:37:50,1,1257348695940632585,2020-05-04T16:37:44,0,F5F8FA,0.0,0.1
40,"Jesus follower, Same liberal views as Christ: Love, help the needy & poor(not build walls or give the rich tax breaks) Christian not fooled by trump.",,,"@TeamTrump Is that a #trumpvirus light saber he’s killed 67,000 Americans with? History &amp; prison will not be kind to bone spur coward trump.",,handletowels,2017-02-03T13:37:32,351,1257348696179650565,2020-05-04T16:37:44,0,F5F8FA,0.26666666666666666,0.5333333333333333
41,“Hillbilly nerd who plays violent video games” | “A Dangerous Fool” | ”internet shock jock” | I don’t suffer from tds | https://shop.spreadshirt.com/smokeydogg,USA,,Lol bro do what,,smokeydogg777,2014-08-14T17:18:06,5104,1257348696632590338,2020-05-04T16:37:44,0,C0DEED,0.8,0.7
42,"If your only goal is to “own the libs,” you are neither a Christian nor a patriot. I love my country and we should have been in the streets months ago",NC,,HOLY CRAP https://t.co/cqwXav34YG,,DebJHolley,2016-09-30T22:56:42,2156,1257348696238428160,2020-05-04T16:37:44,0,000000,-0.8,0.8
43,Conservative #BuildTheWall #Navy #Nonsibisedpatriae #Trump #MAGA #BlueLivesMatter #NRA Followed by Scott Baio John Batchelor Gen Flynn Sean Spicier ScottPresler,"Forgetaboutit, New Jersey, USA",,President Trump lambasted Congress after congressional leaders rebuffed his offer to provide coronavirus tests so t… https://t.co/caRlgTmnqF,,MariaBonanno9,2016-01-20T00:19:02,14609,1257348696771104779,2020-05-04T16:37:44,0,F5F8FA,0.0,0.0
44,Writer & Photographer. Opinions are my own. Don’t forget to go when you leave. she/her,JHB l NYC l This dancery,,Bold of you to assume the planet will survive that long under Republican leadership,,Zamalisa,2009-06-14T19:57:52,4813,1257348696859082762,2020-05-04T16:37:44,0,000000,0.14166666666666666,0.5333333333333333
45,"Loving life, family and friends is a full time job. TRUMP from day 1. NRA, 2A, 1A and limited immigration. I am not PC and abhor globalism. LDS. 🚂 MAGA TIME",,,Bush Center Slams Trump: We Want More Migration https://t.co/2pwmCiwgp9,,lvmypug,2012-05-07T23:17:39,12390,1257348696947253255,2020-05-04T16:37:44,0,C0DEED,0.2,0.3
46,Retired from Executive Director of the Arkansas Broadcasters Association.,"Little Rock, AR",,Trump administration stupidity on display. I seriously wish it wasn’t so...,,dougkrile,2008-04-25T23:30:27,1507,1257348697370824711,2020-05-04T16:37:44,0,C6E2EE,-0.4666666666666667,0.8333333333333333
47,"knowledge explorer, systems thinker, dot connector, business analyst, decision modeler, shared understanding designer, social innovator, overall instigator",DC metropolitan area,,Doris Goodwin Reacts to Trump Claiming He’s ‘Treated Worse’ Than Lincoln: Honest Abe Would ‘Hardly Complain’ About… https://t.co/MaiTnOb75a,,LindaLarsonKemp,2010-06-19T16:59:47,2178,1257348697437896712,2020-05-04T16:37:44,0,B2DFDA,-0.030555555555555575,0.6805555555555555
48,"The Rodent Hour plays independent rock 'n' roll from Brooklyn & beyond every Monday evening @ 8PM EDT (UTC-4), only on Radio Free Brooklyn. 

He/Him","Brooklyn, NY",,"@ibrdrbf @RichMohagany @CoreyCumberland @RyanAFournier You sure about that?

How popular is Donald Trump? FiveThirt… https://t.co/bttyVsAPpN",,RodentHour,2012-03-07T01:16:47,1260,1257348697588981762,2020-05-04T16:37:44,0,C0DEED,0.55,0.8944444444444444
49,I’m Boutros!,,,"@KIMORELLA @ProjectLincoln @NWIndivisible @realDonaldTrump @POTUS Nah, a corpse could do a better job than Trump. H… https://t.co/Ad8npVPycA",,Boutros25042384,2020-02-08T20:21:29,10,1257348698008358913,2020-05-04T16:37:44,0,F5F8FA,0.5,0.5
50,none of my tweets are meant to be taken serious,"Seattle, WA",,once trump got elected we been on a wierd timeline of events,,lilpillowcase,2019-09-27T18:07:56,54,1257348698100633601,2020-05-04T16:37:44,0,F5F8FA,0.0,0.0
51,"Been around the block once or twice. In fact, I have built a block or 2. I know a thing or 2. You have my respect. I won’t let you abuse it. Let’s learn & grow.","Bellevue, WA",,The most reasonable explanation of this double-talk by Trump is that his own reputation and numbers are far more im… https://t.co/0R6Hv7ZGY9,,zeeman4,2009-06-02T18:45:55,40182,1257348698071326722,2020-05-04T16:37:44,0,3B94D9,0.38,0.72
52,Dragon slayer World traveler Veterans Advocate 5th Infantry Div Vietnam Vet Helmets to Hardhats Veterans in Piping VoteVets🌊WTF....over 🚫Lists,Firebase Easy,,Donald Trump’s Debt to China https://t.co/Ofr17VzC35,,MichaelTSweene1,2019-01-15T13:52:52,1229,1257348698566205448,2020-05-04T16:37:44,0,F5F8FA,0.0,0.0
53,A very concerned citizen,,,"8 Months, 15 Days, 23 Hours, 22 minutes, and 11 Seconds more of Trump derangement and damage. 

Or 25th AMENDMENT?… https://t.co/Xj0e1rCLra",,szczesniak_j,2019-10-05T11:44:10,10,1257348698574635008,2020-05-04T16:37:44,0,F5F8FA,0.5,0.5
54,,"cheras,kL",,"@NoorAminAhmad @pipiyapong Tu ok https://t.co/aLvvPOxZgu dahla punk,pastu sapot trump.Lagi klakar woi",,nwaninho,2010-05-12T05:46:52,66,1257348698809475074,2020-05-04T16:37:44,0,131516,0.5,0.5
55,Revolución 3.0 •Un periodismo diferente•,México,,Que alguien le recuerde que México tiene sólo el dos por ciento de casos de #Coronavirus de los que tiene Estados U… https://t.co/W3IEwHrphc,,RevolucionNews,2009-10-25T17:20:35,5968,1257348699157663747,2020-05-04T16:37:44,0,000000,0.0,0.0
56,My Batfamily @= I’m 700b-0,"Brooklyn, NY",,@PATRIQT_1776 @jdd2169 @DrtyBrd2020 @SONADORLIVESON @Patriot202011 @julz_jailed @SupporttheCons1 @lou_bruette… https://t.co/MlNdWWg7Kt,,MrFly187,2014-05-27T17:26:23,4221,1257348698767581185,2020-05-04T16:37:44,0,C0DEED,0.0,0.0
57,,,,"@wsteaks ...then he said ""Sir, we are terrified of debating Trump his his superior intellect and command of the Eng… https://t.co/vn5P9tEO97",,mrsjoey78,2017-02-06T17:29:58,50,1257348699258335233,2020-05-04T16:37:44,0,F5F8FA,0.7,0.9
58,Fan of the Dodgers and Cowboys.  Proud Resister. Trump is a liar and a loser. Always #VoteBlue #Biden2020#,United States,,#trump.  A must watch.,,MeGoodToo,2010-07-19T15:20:47,30,1257348699241447428,2020-05-04T16:37:44,0,C0DEED,0.0,0.0
59,For all intensive purposes,,,"@carolmswain Trump has abandoned our traditional democratic allies, and who does he adulate?

Dictators like Putin,… https://t.co/te3MCae1IP",,mike_hamm,2011-11-11T00:48:12,421,1257348699468058634,2020-05-04T16:37:45,0,C0DEED,0.0,0.75
60,HE never said that it would be easy...HE only said that it would be WORTH IT! 💜,"Toledo, OH",,"@comcast @jimmy_dore
Comcast should investigate the coroner. Didn't the coroner keep refrigerated human body parts… https://t.co/k5cnITmyas",,Dbender22,2017-03-18T19:10:27,621,1257348699627364356,2020-05-04T16:37:45,0,F5F8FA,0.0,0.1
61,,,,@cjtruth Omg!!! Really.... well... Mrs Trump does have one ginormous advantage. She’s a woman!!!! 🙄and Michael pret… https://t.co/X8FP2liK8t,,sunshine7205,2011-09-28T02:55:23,54,1257348699874828290,2020-05-04T16:37:45,0,C0DEED,0.48828125,0.2
62,"American in Canada, Canadian in America.","Ottawa, Ontario",,@mehdirhasan Ignoring or dismissing would be great. Sadly they think trump is awesome and wish Bernie could have just been more like him.,,gmtpetty,2020-03-29T15:34:42,23,1257348700050993154,2020-05-04T16:37:45,0,F5F8FA,0.45,0.8125
63,,,,https://t.co/RRDqScZa3o,,sunstamp,2009-06-19T02:56:49,200,1257348701128921088,2020-05-04T16:37:45,0,0099B9,0.0,0.0
64,11th Gen. Cdn. (1653) Conservative. Retired small business. NO SHARIA!!. Sens fan!! Climate change is a scam!!! #MCGA #FuQTrudeau Cancer Survivor Q is REAL.,"Ottawa, Ontario",,Loved Him. Hated the Never Trumpers.,,MooseMan1956,2013-10-01T22:47:46,14987,1257348701128925184,2020-05-04T16:37:45,0,C0DEED,-0.10000000000000003,0.75
65,,,,"@donlemon Obama more accomplished? You're kidding?  Obama's a cool dude, much more than Trump but he's certainly NO… https://t.co/quiUmbdV39",,StevenL14261084,2020-04-01T16:59:54,1,1257348701544239106,2020-05-04T16:37:45,0,F5F8FA,0.3528571428571428,0.5442857142857143
66,,,,"To be clear: Trump uses the term ""disgraceful"" to describe questions he doesn't like from the media. They are not,… https://t.co/4OZxsftxo4",,briscoeny,2020-03-16T22:57:46,5,1257348701632245765,2020-05-04T16:37:45,0,F5F8FA,0.10000000000000002,0.3833333333333333
67,,"Salt Lake City, UT",,This guy can't stop shitting on his credibility.,,XxMaverickxX1,2013-03-30T18:28:46,197,1257348701674225667,2020-05-04T16:37:45,0,352726,0.0,0.0
68,,"Las Vegas, NV ",,"@CubaLiborio @4gatoscuba @CiberCuba @DeZurdaTeam @cubadebatecu Además que no entendió lo que dijo Trump, lo probabl… https://t.co/ivHXkR80I4",,ILovemyCuba,2011-11-12T07:47:19,451,1257348701812645895,2020-05-04T16:37:45,0,0099B9,0.0,0.0
69,,"Hutchinson Island South, FL",,@BuzzPatterson https://t.co/2NfVhqlbcE,,mfox11,2010-02-11T01:27:17,822,1257348701984559110,2020-05-04T16:37:45,0,C0DEED,0.0,0.0
70,Retired,"Pylesville, MD",,@WayneDupreeShow @Inevitable_ET Trump does not want a transgender for a wife. Melania knows five languages. She is… https://t.co/QaWoXMoBv0,,MaryV4120,2010-10-07T01:01:04,130,1257348702970281984,2020-05-04T16:37:45,0,C0DEED,0.0,0.0
71,Group with their own haunted house.,United States,,@ABCPolitics @maryaliceparks Do you know what day it is?  Do you know where you're at? Do you know who the presiden… https://t.co/gL0vXK4g7C,,GhostNurse,2009-07-31T15:03:58,2215,1257348703695917059,2020-05-04T16:37:46,0,000000,0.0,0.0
72,"The object of life is not to be on the side of the majority, but to escape finding oneself in the ranks of the insane.",,,Too late.,,JoetteNanni,2013-05-30T02:16:21,43,1257348703729393664,2020-05-04T16:37:46,0,C0DEED,-0.3,0.6
73,,,,@Viktori82570597 @ConLaw60654 @Mike_Pence @TheJusticeDept Obama's been out of office almost 4 years. Are you STILL… https://t.co/qZgckD9Jmv,,souwannafight1,2017-01-28T14:09:52,17,1257348704111079424,2020-05-04T16:37:46,0,F5F8FA,0.0,0.0
74,"#Tom2024: Back That Azz Up!🍑, Tom Steyer’s #1 #STAN, SINGLE-HANDEDLY PROPELLED #CATDADDY🐈, ACKNOWLEDGE ME @TOMSTEYER #TeamTom, Marxist-Leninist #FreePalestine",wherever tom steyer's TIE👔 is,,"The mic drop in Trump's new ad gives me chills:

""We built the greatest economy the world has ever seen &amp; we're goi… https://t.co/isMpCAaJF7",,fOrGiVeNcHy,2011-10-11T20:04:07,3084,1257348704358543360,2020-05-04T16:37:46,0,66D6C5,0.5681818181818181,0.7272727272727273
75,"Writer, ocean swimmer, liberal. Make my own memes. If you're feeling ignored, it's probably because I think you're a dumbass and muted you. #Resistance","Los Angeles, CA",,@brianstelter Proof that Trump is consciously endangering the lives of hundreds of thousands of Americans by encour… https://t.co/4o3UpobMUv,,JohnRJohnson,2008-11-13T15:43:07,9781,1257348704601808901,2020-05-04T16:37:46,0,000000,0.1,0.5
76,"Having danced my life through, here's the view from 72 ... 

Grey, but not cloudy.","Toronto, Ontario",,@angryablib @mdnij34 I agree!!! It's all politics. The only thing the world is trying to do is find answers. Analys… https://t.co/T3nRrriQOk,,haP65,2009-01-23T20:32:20,2261,1257348704786317313,2020-05-04T16:37:46,0,C0DEED,0.0,1.0
77,"Treat Others With Respect!  Equality = Success

Drain the Swamp = ""DUMP TRUMP""",,,Rumor has it from the White House Trump @realDonaldTrump is melting down very quickly. If we are lucky he won't mak… https://t.co/OIWXeDgFLI,,OhioGir87711054,2020-04-08T22:40:14,41,1257348704283119617,2020-05-04T16:37:46,0,F5F8FA,0.1527777777777778,0.44305555555555554
78,"Profesor de Inglés, licenciado en educación. Un tipo tranquilo, apasionado con las cosas que realmente me gustan. Hincha de O'Higgins. 10-12-2013 jamás olvidar.",,,Aprendan tropa de weones,,nicolagos_ohi,2012-01-31T19:30:58,135,1257348705365168129,2020-05-04T16:37:46,0,C0DEED,0.0,0.0
79,life is in the blood :),United States,,"@angstlos8 @TheJusticeDept Trump's clean.  

Have you not been watching the coo the last 3 years? 🤔",,Ryski35,2010-09-14T18:04:05,43,1257348705881128961,2020-05-04T16:37:46,0,8B542B,0.18333333333333335,0.38333333333333336
80,Prof agrégé d'histoire CPGE (hypokhâgne/khâgne @LyceeCarnot)-#politiqueUS et #Trump- Co-auteur des #EtatsUnis et le monde (1823-1945)-@EAtlande.,"Paris, France",,Quelqu'un pour dire à la campagne #Trump que Palpatine gagne contre Yoda et que celui-ci finit exilé et caché à vie… https://t.co/ERNlQvxUmJ,,CorentinSellin,2013-07-21T18:27:44,33809,1257348705918820354,2020-05-04T16:37:46,0,C0DEED,0.0,0.0
81,I'm a New Yorker. I have opinions.,,,Weren’t we given a hypothetical scenario where the federal government could withhold disaster assistance for politi… https://t.co/KXLHoWG8sI,,scottsilver61,2010-12-15T01:09:35,279,1257348706078281728,2020-05-04T16:37:46,0,000000,0.0,0.0
82,,,,"@emzanotti Lincoln was only assassinated once. Trump has had to endure ""death by a thousand cuts"" 24/7/365 for four… https://t.co/nN1zc6SHrj",,rjstillrules,2009-09-15T10:06:10,12,1257348706321534980,2020-05-04T16:37:46,0,C0DEED,0.0,1.0
83,,,,And that is precisely to be caused by yet another bad Trump decision to open the economy prematurely.,,mamalocaz,2015-07-14T07:54:19,369,1257348707307130880,2020-05-04T16:37:46,0,C0DEED,-0.09999999999999994,0.6555555555555556
84,"Believer in justice, integrity & human kindness. Standing for the oppressed & innocents. VOTE DEMOCRATS BACK INTO THE MAJORITY! Proudly followed by the NAACP!",USA,,"@NinoVit Mouth breathing, knuckle dragging, MORONIC, trump loving, FOOL.",,briohomesterri,2017-01-13T16:22:54,3132,1257348707529482245,2020-05-04T16:37:46,0,000000,0.6,0.95
85,"SO HAPPY the White Rock Coalition was thrown out last election... Buh Bye Meyer, Lawrence, Sinclair et al.","White Rock, British Columbia",,"@wsteaks Yeah, conflating the movie 1917 with the end of the First World War and the Spanish Flu... 
Yeah, Trump is… https://t.co/SUIZz0oow1",,CitizenWR,2015-05-08T00:09:48,4300,1257348707927941121,2020-05-04T16:37:47,0,ACDED6,0.125,0.16666666666666666
86,"Before our current disaster of a president, I never cared about politics.

I block oktrumpers.",United States,,@GStein269 @OscarNunezLA Criticizing Trump for doing a terrible job causes him to do an even more terrible job by n… https://t.co/3zcxzDfW92,,myartsells,2020-04-11T03:39:43,34,1257348708217376769,2020-05-04T16:37:47,0,F5F8FA,-0.5,0.8333333333333334
87,,,,"@VernBuchanan Too much too soon. What happened to following Trump's guidelines-2 weeks declining cases, much more t… https://t.co/lJUoTecfsR",,MarcSchreiber30,2013-02-20T16:22:15,19,1257348708573872131,2020-05-04T16:37:47,0,C0DEED,0.2333333333333333,0.26666666666666666
